#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
1896855 327.084495 0.617551 0.9976045 18.91 0.32 0.56 0.2 0.05 49 0.568 50 0.395 54 0.373 1.48 -26.111 QSO
1897087 329.764741 -0.994415 2744.638637 20.07 -0.14 0.04 0.17 0.2 55 0.552 54 0.525 53 0.446 1.97 -25.585 QSO
1898497 329.580491 0.792573 511.1131236 20.02 -0.01 0.27 0.11 -0.05 55 0.292 56 0.259 55 0.313 1.22 -24.185 QSO
1899407 328.650162 0.68541 2889.5702534 18.21 0.42 0.09 -0.04 0.11 58 0.531 57 0.551 58 0.512 0.85 -25.429 QSO
1901403 325.638367 0.768781 964.7795468 19.86 0.05 -0.01 0.26 -0.06 54 0.63 54 0.538 54 0.391 1.66 -25.149 QSO
1902320 328.722516 1.238812 2552.5937774 19.33 0.16 0.18 0.02 -0.03 55 0.658 56 0.532 56 0.517 1.41 -24.824 QSO
1903223 329.363597 0.266248 2537.7961201 20.08 0.64 0.03 -0.04 0.06 55 0.541 55 0.496 55 0.511 2.54 -25.539 QSO
1903391 328.481552 -0.939482 938.4108389 19.2 -0.15 -0.03 0.32 0.0 57 0.302 58 0.336 55 0.249 1.9 -26.329 QSO
1906567 326.158873 -1.197326 0.9995421 19.23 0.28 0.08 0.01 0.15 52 0.289 54 0.273 54 0.234 2.21 -26.471 QSO
1906578 328.654837 -0.041505 977.7078822 19.88 0.15 0.07 0.11 -0.1 58 0.57 56 0.465 58 0.428 1.55 -24.807 QSO
1906880 327.181504 0.181832 0.9984842 17.39 0.34 -0.09 0.0 -0.03 51 0.377 51 0.4 55 0.352 0.67 -25.441 QSO
1907233 329.986056 -0.102159 0.9971178 19.12 0.63 0.21 0.23 -0.02 54 0.31 56 0.278 57 0.268 1.49 -25.999 QSO
1908307 329.577184 -0.419767 2122.5206966 20.01 0.32 0.07 0.04 0.17 104 0.431 106 0.391 106 0.351 0.7 -23.041 QSO
1909458 325.746708 -0.968706 1389.7425624 19.74 0.17 0.19 -0.07 -0.01 54 0.44 56 0.328 56 0.277 1.12 -24.031 QSO
1909556 327.543859 -0.166826 2933.1316199 18.21 0.05 0.11 -0.1 0.64 54 0.55 55 0.416 56 0.376 0.33 -23.002 QSO
1910050 329.472669 -1.066994 1294.7435553 19.28 0.51 0.44 0.04 0.12 54 0.507 55 0.425 55 0.493 1.02 -24.812 QSO
1911556 329.956381 -1.01288 1527.9899431 18.5 0.1 0.16 0.1 -0.03 55 0.302 55 0.249 55 0.262 1.42 -26.134 QSO
1911714 326.403572 0.779611 2861.2411565 19.89 -0.08 -0.08 0.22 0.1 55 0.573 56 0.56 56 0.456 1.76 -25.237 QSO
1911850 327.055784 0.369661 1004.6326354 19.76 0.04 -0.03 0.27 0.04 52 0.637 53 0.64 52 0.517 1.73 -25.624 QSO
1914168 326.279486 0.597495 2243.6983104 18.33 -0.05 0.27 -0.07 -0.15 50 0.406 52 0.298 55 0.31 1.25 -26.071 QSO
1914289 329.747302 1.029888 2148.8513676 18.18 0.52 0.1 0.01 0.17 57 0.328 56 0.261 54 0.227 2.44 -27.564 QSO
1914753 325.602517 -1.101904 0.4996603 19.5 0.31 0.05 0.22 0.01 50 0.364 52 0.309 51 0.243 0.56 -22.928 QSO
1914974 325.578744 -0.392288 0.2496473 19.46 0.03 0.25 -0.05 -0.07 50 0.372 53 0.234 51 0.238 1.37 -24.939 QSO
1916099 327.004467 -0.266814 1285.6577865 19.51 0.29 -0.07 -0.03 0.23 47 0.335 49 0.384 48 0.398 0.74 -23.351 QSO
1916921 327.674509 -0.914575 1512.1558788 19.89 0.27 0.1 0.04 0.14 49 0.572 51 0.517 51 0.491 0.74 -22.948 QSO
1918213 328.611071 -0.075074 1812.7094952 19.12 0.13 0.17 0.07 -0.04 58 0.329 56 0.281 58 0.251 1.4 -25.455 QSO
1918945 325.660238 0.503424 2519.3426893 18.73 -0.08 -0.03 0.25 -0.01 51 0.299 50 0.222 53 0.177 1.76 -26.582 QSO
1921998 328.451104 1.179068 0.5002072 20.04 0.17 0.11 0.05 0.18 57 0.26 57 0.248 56 0.338 2.16 -25.558 QSO
1922925 327.002266 -0.604258 0.9977024 19.18 0.07 0.17 0.01 -0.13 56 0.674 54 0.508 54 0.505 1.4 -25.331 QSO
1924782 325.276936 0.792617 2594.1919582 19.26 0.52 0.1 -0.09 0.15 56 0.598 56 0.573 55 0.516 2.46 -26.401 QSO
1925334 328.428118 0.938288 0.9969511 19.25 0.21 -0.1 0.17 -0.17 54 0.259 57 0.339 55 0.221 1.65 -25.715 QSO
1927021 329.962557 0.762369 2806.2172624 19.84 -0.06 0.02 0.14 0.08 55 0.428 55 0.387 55 0.277 1.96 -25.716 QSO
1927923 328.632761 0.965256 1.0007539 19.84 0.02 -0.02 0.24 0.08 53 0.322 53 0.331 53 0.327 1.82 -25.573 QSO
1928345 326.187846 -0.337227 2.0015113 19.93 0.26 0.12 0.07 0.28 49 0.404 53 0.388 50 0.325 0.85 -23.265 QSO
1928831 328.234242 -0.860275 0.998537 19.7 0.37 0.08 0.28 -0.11 57 0.578 58 0.455 58 0.346 1.6 -25.276 QSO
1930361 326.602751 0.057074 1176.3506575 18.62 0.14 0.05 -0.13 0.11 50 0.353 50 0.327 53 0.343 0.88 -24.589 QSO
1932391 325.36371 1.157547 1891.2468566 19.89 1.94 0.19 0.03 -0.03 55 0.454 55 0.421 55 0.451 3.23 -26.455 QSO
1933104 327.173247 -0.811608 0.9998689 19.51 0.41 0.25 0.39 0.14 54 0.365 55 0.327 56 0.25 1.74 -25.795 QSO
1938568 328.174539 -0.219072 0.9996215 18.09 1.08 0.39 0.09 -0.12 53 0.371 53 0.219 52 0.163 1.53 -26.619 QSO
1938602 325.68177 0.140405 1397.3333188 19.88 0.07 0.3 0.1 -0.19 46 0.419 46 0.354 49 0.343 1.13 -23.99 QSO
1940087 329.67815 -0.775144 0.9966023 18.63 0.07 -0.04 0.19 -0.01 57 0.193 56 0.184 56 0.153 1.64 -26.463 QSO
1940501 326.913913 -0.983623 2552.5937799 19.9 -0.29 0.35 -0.01 -0.08 55 0.779 53 0.556 54 0.551 1.26 -24.436 QSO
1941851 325.750501 0.177035 1554.4811045 19.68 0.03 0.2 -0.03 -0.17 49 0.498 49 0.399 52 0.345 1.29 -24.365 QSO
1942260 326.341479 -0.035326 990.987408 19.61 0.09 0.3 0.12 0.04 54 0.464 55 0.432 55 0.397 1.43 -25.149 QSO
1943618 329.593834 1.130267 984.3028808 19.12 0.55 -0.13 0.26 0.07 55 0.622 54 0.63 51 0.479 0.57 -23.295 QSO
1944756 326.228491 0.047278 1950.0587787 19.6 0.11 0.05 0.15 0.05 48 0.485 50 0.406 52 0.395 2.05 -25.95 QSO
1946832 328.536311 -0.46231 1864.8312619 17.37 0.24 0.34 0.35 -0.06 57 0.275 58 0.255 57 0.228 0.22 -22.89 QSO
1949272 329.297692 -0.038654 0.9957009 19.97 0.34 0.27 0.4 0.13 56 0.334 56 0.282 56 0.209 1.7 -25.434 QSO
1949825 329.052174 0.166661 1911.5707851 19.86 -0.02 0.11 0.12 -0.09 54 0.459 53 0.426 54 0.3 1.46 -24.969 QSO
1950916 328.573141 0.537743 2905.5893001 19.7 0.16 0.35 -0.0 -0.02 52 0.624 53 0.495 54 0.473 1.11 -24.626 QSO
1951732 329.493387 -0.125247 1376.6318117 19.39 0.11 0.02 -0.11 0.11 57 0.526 56 0.48 56 0.582 0.91 -24.21 QSO
1952003 327.678546 -0.320652 2876.8210824 18.75 0.12 0.25 -0.12 -0.08 50 0.393 51 0.331 52 0.412 1.04 -24.8 QSO
1953766 326.041945 0.863285 1031.0950255 19.9 0.05 -0.07 0.18 -0.06 51 0.498 52 0.434 52 0.37 1.81 -25.311 QSO
1955554 326.488437 1.193013 2903.9465233 19.35 0.26 0.24 0.23 0.32 56 0.31 56 0.346 54 0.271 2.07 -26.452 QSO
1956267 327.928164 0.010843 1.000511 20.08 0.22 -0.12 0.24 0.1 51 0.56 51 0.419 53 0.338 0.53 -22.325 QSO
1957294 326.697856 -0.405461 418.3707387 19.54 0.07 0.08 0.08 0.25 49 0.473 53 0.424 51 0.449 2.13 -26.353 QSO
1958278 325.655286 0.257709 0.996721 20.17 0.06 -0.01 0.18 0.04 53 0.323 55 0.261 55 0.264 1.96 -25.277 QSO
1959451 328.738497 -0.503106 0.9961784 19.46 0.24 0.26 0.05 0.19 56 0.203 57 0.215 57 0.316 0.96 -24.208 QSO
1959664 326.931507 0.674502 2947.945408 18.71 0.35 0.02 0.22 -0.03 55 0.62 55 0.607 54 0.516 0.64 -24.537 QSO
1960114 328.044894 1.025484 1.0001907 19.39 0.13 0.25 -0.09 -0.04 54 0.375 54 0.33 53 0.377 1.09 -24.65 QSO
1960782 327.789402 0.329303 0.9965083 19.42 -0.08 0.15 0.21 0.15 58 0.419 58 0.328 57 0.293 2.04 -26.247 QSO
1962911 329.196296 1.084096 2889.5702504 19.13 0.27 0.21 -0.06 0.09 57 0.577 56 0.523 55 0.546 1.04 -24.951 QSO
1963358 329.947114 -1.200429 2526.5992643 18.93 0.1 0.07 0.19 0.1 53 0.266 54 0.214 53 0.269 1.98 -26.573 QSO
1963435 328.021711 0.613861 1375.4779242 20.14 0.09 -0.05 0.22 -0.11 45 0.744 45 0.585 46 0.49 1.7 -25.024 QSO
1963616 326.571944 -0.734523 808.2296011 20.01 -0.19 -0.05 0.28 0.13 52 0.401 53 0.421 50 0.306 1.87 -25.57 QSO
1963688 327.587457 0.972821 2934.938704 19.26 0.02 0.15 -0.1 0.05 50 0.689 53 0.506 51 0.572 1.01 -24.237 QSO
1965139 329.225607 1.052165 2411.9548832 20.04 0.49 0.13 0.03 0.21 105 0.599 105 0.642 102 0.647 2.51 -25.918 QSO
1965531 329.396953 0.633697 2779.4912583 20.07 0.13 0.03 0.02 0.26 91 0.453 93 0.382 92 0.419 0.75 -23.04 QSO
1965646 327.965044 0.889748 1.0005575 18.3 0.31 0.17 0.3 0.05 56 0.421 55 0.329 55 0.258 1.83 -27.117 QSO
1966647 326.767018 -0.43334 896.607515 19.11 0.47 0.28 0.35 0.09 57 0.597 57 0.453 56 0.361 1.8 -26.372 QSO
1968059 327.227643 1.018684 1.0003543 18.08 0.24 0.05 0.02 0.08 52 0.28 54 0.202 52 0.228 0.82 -25.218 QSO
1968804 326.634859 0.0341 0.5001367 19.04 0.16 -0.04 0.1 0.08 52 0.2 50 0.226 54 0.266 0.77 -24.149 QSO
1968981 326.587534 1.16734 811.8100599 19.85 0.17 0.11 0.15 -0.09 55 0.385 55 0.377 52 0.337 1.5 -24.82 QSO
1971682 325.851493 0.584125 938.3910081 18.99 -0.21 0.04 0.31 0.23 51 0.232 51 0.269 53 0.19 2.04 -26.727 QSO
1973508 329.656244 0.281473 0.9976631 19.29 0.11 0.27 -0.1 -0.13 57 0.347 55 0.286 55 0.398 1.07 -24.482 QSO
1973788 327.486375 -0.181078 2613.5513038 18.38 0.51 0.18 -0.09 0.21 56 0.282 56 0.233 56 0.241 0.81 -24.841 QSO
1975069 328.730103 -0.730084 0.4985337 19.12 0.19 0.19 0.11 0.12 55 0.32 55 0.244 55 0.228 1.96 -26.407 QSO
1976348 329.672525 -0.252143 1513.327056 17.77 0.05 0.18 0.14 0.01 54 0.295 57 0.232 56 0.367 1.46 -26.822 QSO
1976430 328.978516 0.373895 1677.2760272 19.26 0.09 0.18 0.04 -0.13 57 0.433 57 0.464 57 0.418 1.15 -24.714 QSO
1978204 329.458795 -1.226997 2934.938739 19.53 0.2 0.19 0.02 0.2 55 0.524 55 0.466 56 0.478 0.89 -23.486 QSO
1978207 327.320522 -1.055822 2229.947189 19.14 0.38 0.01 0.02 0.01 54 0.398 55 0.352 55 0.375 0.69 -23.463 QSO
1978474 325.147753 -0.278148 0.998467 19.8 0.1 0.4 0.09 0.02 49 0.283 50 0.268 49 0.213 1.41 -24.631 QSO
1978643 327.60135 -1.019074 964.7795479 18.93 0.15 0.16 -0.05 0.17 55 0.568 58 0.516 57 0.506 0.94 -24.588 QSO
1978742 325.589401 0.491509 2531.8149492 19.97 0.24 -0.03 0.18 0.11 50 0.524 50 0.434 53 0.432 0.48 -22.196 QSO
1979758 39.838255 1.107791 2528.2533424 18.84 -0.04 -0.01 0.12 0.09 67 0.327 68 0.276 70 0.213 1.96 -26.485 QSO
1980284 36.525969 0.445794 1.9958085 20.08 0.21 0.13 0.19 0.08 61 0.275 63 0.263 63 0.303 1.69 -25.083 QSO
1980908 36.484747 0.229256 3336.95614 19.06 0.37 -0.1 -0.07 0.1 69 0.78 72 0.775 71 0.755 0.71 -23.736 QSO
1981249 36.871256 -0.290781 2909.5783742 19.82 -0.03 0.2 0.42 -0.01 63 0.736 64 0.596 63 0.448 1.83 -25.505 QSO
1982425 35.561283 -1.091857 3321.033828 19.38 0.35 0.44 0.04 0.08 61 0.512 64 0.399 65 0.493 1.06 -24.468 QSO
1982427 36.20656 -0.579052 2910.6489548 19.94 -0.24 0.3 0.01 -0.08 64 0.477 67 0.388 67 0.529 1.37 -24.737 QSO
1982587 35.495153 -0.181266 1.9958037 19.92 2.49 0.34 0.2 0.05 68 0.333 69 0.294 68 0.231 3.23 -26.731 QSO
1982652 38.847949 -0.116414 3336.956147 18.8 0.06 0.27 -0.0 -0.1 66 1.008 69 0.497 68 0.466 1.39 -25.791 QSO
1982804 39.815167 -1.064703 0.9977931 19.3 0.23 0.28 0.24 0.07 62 0.358 64 0.328 65 0.367 1.5 -25.526 QSO
1982903 38.787085 0.860235 3239.2349379 19.34 -0.03 0.16 0.04 -0.07 66 0.843 64 0.734 64 0.68 1.37 -24.884 QSO
1983142 35.564739 1.209109 2391.0137476 19.4 0.09 0.12 0.13 0.04 68 0.379 69 0.349 69 0.347 1.47 -25.541 QSO
1983436 35.308508 -0.54878 1532.9787878 19.92 -0.02 0.02 0.25 0.06 68 0.426 69 0.378 69 0.31 1.78 -25.503 QSO
1983721 37.778183 -0.638606 3321.033834 18.75 0.06 -0.06 0.17 -0.07 62 0.389 68 0.314 68 0.199 1.79 -26.455 QSO
1983791 37.675447 1.221151 3146.2729414 20.1 0.57 0.27 -0.05 0.16 67 0.399 69 0.39 69 0.434 2.41 -25.791 QSO
1985072 37.773312 0.145459 1236.0237467 19.91 -0.08 0.3 -0.07 0.02 61 0.737 63 0.521 66 0.606 1.34 -24.408 QSO
1985430 35.767198 0.502628 2580.2682435 20.04 0.45 0.17 -0.04 0.14 64 0.589 68 0.492 68 0.542 2.59 -25.745 QSO
1985554 35.429949 -0.30108 939.3780368 18.82 0.47 0.11 -0.01 0.04 66 0.26 67 0.246 66 0.238 2.65 -27.14 QSO
1985971 38.017299 0.550478 2858.9768596 18.11 0.18 0.06 -0.12 -0.01 68 0.588 69 0.501 69 0.486 0.93 -25.341 QSO
1986625 35.034345 -0.11634 2823.5775105 19.93 0.12 0.19 -0.0 -0.03 70 0.391 70 0.259 70 0.475 1.19 -24.234 QSO
1987346 37.814241 0.861735 2257.0870357 19.68 0.13 0.27 0.1 0.11 64 0.412 68 0.27 66 0.332 1.22 -24.653 QSO
1987470 36.125705 -0.691995 3321.033842 19.33 0.22 -0.04 0.23 -0.07 71 0.81 70 0.708 69 0.552 1.67 -25.933 QSO
1987678 38.558937 0.616515 3016.3519465 19.28 0.01 0.23 -0.05 -0.11 62 0.701 65 0.485 66 0.561 1.09 -24.599 QSO
1987777 39.601554 0.451504 3321.033923 19.1 0.27 0.03 0.03 0.11 70 0.613 69 0.586 71 0.521 0.75 -23.532 QSO
1988265 37.180158 -0.748448 606.0503368 19.59 0.49 0.31 0.32 0.09 68 0.335 68 0.236 64 0.183 1.86 -26.028 QSO
1988442 39.978413 -0.507727 2388.133745 18.86 0.18 0.07 0.15 -0.09 68 0.374 70 0.301 67 0.224 1.54 -25.91 QSO
1988699 36.283642 0.285347 0.9971061 18.45 0.41 -0.06 0.27 0.05 20 0.461 21 0.357 21 0.233 0.53 -23.966 QSO
1989006 35.653376 0.343951 2906.3804982 19.48 0.19 0.0 0.19 0.04 68 0.456 70 0.424 69 0.379 1.71 -25.921 QSO
1989434 37.769209 -1.251697 2262.9488226 19.62 0.36 0.14 0.2 0.11 59 0.718 62 0.581 61 0.509 1.88 -26.153 QSO
1990257 35.560668 -0.056068 2614.9752131 19.04 0.2 0.3 -0.06 0.01 64 0.467 69 0.39 68 0.35 1.07 -24.66 QSO
1990263 37.739133 -1.009341 1008.7238632 18.52 0.23 -0.15 0.07 -0.1 65 0.287 70 0.273 69 0.253 0.65 -24.235 QSO
1990294 35.494902 -0.17899 2544.4809474 19.86 0.05 0.23 -0.1 -0.03 68 0.606 69 0.519 68 0.545 1.04 -23.929 QSO
1990653 35.522382 -0.829981 871.3583264 18.29 0.6 0.27 0.24 0.02 59 0.294 65 0.25 64 0.231 0.52 -24.203 QSO
1990714 37.056872 0.542036 1304.6917479 20.15 -0.0 -0.01 0.2 0.2 61 0.631 63 0.518 64 0.387 2.01 -25.396 QSO
1990751 39.876856 0.080714 3271.4662761 19.76 0.19 0.05 -0.11 0.1 70 0.536 71 0.532 72 0.623 0.9 -23.459 QSO
1990949 37.74331 -0.511601 621.5556632 19.24 0.12 0.24 0.19 0.09 69 0.261 71 0.221 70 0.213 1.42 -25.47 QSO
1990971 39.002022 1.187063 817.7151126 20.25 0.28 0.11 0.31 0.06 62 0.622 63 0.628 63 0.473 1.81 -25.347 QSO
1991163 36.517299 1.134211 856.9569845 19.96 0.46 0.07 0.37 -0.19 67 0.317 70 0.354 69 0.211 0.62 -22.964 QSO
1992659 39.84531 -0.02211 3320.1874943 15.42 0.03 0.04 -0.06 0.28 66 2.178 69 0.32 69 0.315 0.26 -25.11 QSO
1994355 39.522395 -0.281155 2926.8458467 18.57 0.62 0.58 0.13 0.05 69 0.61 70 0.393 71 0.433 1.24 -25.709 QSO
1994619 38.355528 0.487469 1607.7375331 18.52 -0.32 -0.07 0.27 0.09 67 0.329 67 0.309 68 0.255 2.02 -27.129 QSO
1994798 37.299745 -0.814316 784.6833252 18.99 0.56 0.12 -0.04 0.14 69 0.54 70 0.522 66 0.513 2.43 -26.808 QSO
1995955 37.604385 -0.006104 1376.4885878 20.31 -0.03 -0.05 0.27 0.03 95 0.631 98 0.573 97 0.415 1.87 -25.127 QSO
1996018 38.290071 -0.516724 3320.1875629 19.53 3.12 0.78 0.19 -0.02 70 0.518 70 0.444 72 0.392 3.53 -27.235 QSO
1997096 37.18371 0.038078 3321.033803 18.29 1.8 0.23 0.35 0.36 69 0.269 70 0.287 70 0.232 2.72 -28.232 QSO
1997740 36.413066 -1.044573 2338.7664488 19.51 0.15 0.05 -0.07 0.16 84 0.7 90 0.628 89 0.648 0.86 -23.478 QSO
1997956 36.32558 0.503879 2257.0869775 19.75 0.51 0.27 0.19 0.07 63 0.363 63 0.374 65 0.344 0.69 -22.966 QSO
1998108 39.148706 -0.53432 2906.3805083 19.98 -0.21 0.37 -0.04 -0.09 63 0.993 66 0.753 65 0.868 1.36 -24.633 QSO
1998276 35.523085 0.726465 3287.1508698 18.75 0.53 0.04 0.01 0.22 61 0.256 69 0.231 70 0.214 2.49 -27.191 QSO
1998295 38.107696 -0.418682 2611.5293307 19.64 -0.11 0.34 0.02 -0.03 129 0.974 139 0.693 136 0.693 1.32 -24.616 QSO
1998945 36.489764 0.487301 3304.3452128 20.05 0.67 0.02 -0.08 0.23 66 0.482 69 0.518 68 0.535 2.44 -25.99 QSO
1999608 36.034542 0.050352 3161.3688962 20.03 0.27 0.11 0.25 -0.0 65 0.731 67 0.568 67 0.522 1.61 -25.42 QSO
2001702 36.473317 0.858618 2533.5827821 18.86 -0.05 0.02 0.26 0.06 64 0.469 63 0.451 65 0.331 1.81 -26.394 QSO
2002021 37.446352 -0.892335 2512.2314604 20.26 0.42 -0.07 -0.1 0.2 65 0.691 66 0.856 67 0.582 0.73 -22.348 QSO
2002628 38.908969 0.143112 2568.6119477 20.01 0.29 0.02 -0.15 0.18 64 0.482 65 0.499 64 0.466 0.88 -23.491 QSO
2003091 36.499967 0.542957 2575.3186366 19.81 0.24 0.06 -0.14 0.19 64 0.32 67 0.355 66 0.319 0.79 -23.065 QSO
2003201 35.860841 -1.068523 2500.2459596 19.27 -0.01 0.03 0.18 0.07 58 0.337 66 0.368 66 0.285 1.93 -26.07 QSO
2003816 38.101954 0.643421 1172.7989509 19.88 0.45 0.02 0.07 0.38 54 0.887 53 0.835 56 0.733 0.81 -23.44 QSO
2003850 36.8039 -0.985774 2528.2533533 19.86 0.36 0.0 0.01 0.17 59 0.437 68 0.284 69 0.305 2.22 -25.811 QSO
2004406 35.363946 0.847954 1909.4149022 19.87 0.1 0.29 0.03 -0.14 64 0.633 71 0.543 70 0.633 1.25 -24.515 QSO
2004812 35.173888 -0.311925 3304.3452407 19.1 0.23 0.12 0.09 0.17 65 0.412 68 0.312 65 0.247 0.79 -24.314 QSO
2005043 39.402965 -1.116559 3321.033813 19.5 0.18 0.21 -0.07 -0.04 71 0.644 69 0.521 71 0.552 1.04 -24.059 QSO
2005143 39.926149 0.108907 3321.033924 18.98 2.87 0.98 0.1 -0.01 70 0.377 70 0.272 71 0.296 3.62 -27.626 QSO
2005300 35.613696 -1.212815 3321.033828 19.72 0.2 -0.0 0.28 -0.11 64 0.743 66 0.625 65 0.53 1.79 -25.885 QSO
2005896 36.956767 1.154347 518.6133871 19.68 0.16 0.25 -0.02 0.01 65 0.284 69 0.232 69 0.23 1.16 -24.401 QSO
2005948 36.891466 -1.021436 2776.1224163 20.05 0.07 0.01 0.21 0.09 64 0.45 68 0.453 67 0.411 1.81 -25.493 QSO
2006276 39.616007 -0.426509 3320.1875023 18.93 0.12 0.28 -0.01 -0.09 78 0.512 83 0.381 76 0.394 1.3 -25.649 QSO
2006717 37.800456 -0.348958 2023.275876 19.14 0.3 -0.16 0.03 -0.08 64 0.651 65 0.684 68 0.664 0.64 -23.368 QSO
2006852 39.824428 -0.321342 0.3331894 19.72 0.05 0.13 0.04 -0.02 69 0.244 72 0.185 69 0.295 1.41 -24.853 QSO
2006932 38.284634 -0.434727 3336.956187 18.87 0.47 -0.0 -0.07 0.2 70 0.426 71 0.446 72 0.51 2.48 -27.215 QSO
2006978 39.496653 0.012285 3310.2988231 19.57 -0.08 0.27 -0.11 -0.1 69 0.899 70 0.414 72 0.466 1.23 -24.374 QSO
2007551 35.248346 -0.865147 888.0563305 19.77 0.42 0.16 0.32 0.07 62 0.346 68 0.326 67 0.29 0.59 -22.841 QSO
2008240 37.914709 0.299568 3131.3617863 19.07 0.49 0.21 0.01 0.17 69 0.554 69 0.259 69 0.213 2.38 -26.748 QSO
2008338 35.581788 0.740261 1972.2851994 20.1 0.42 0.2 0.01 0.1 62 0.616 68 0.426 68 0.368 2.56 -26.025 QSO
2008439 39.164943 -0.890406 2889.4336523 19.37 0.22 0.04 -0.05 0.13 61 0.336 67 0.283 68 0.311 0.78 -23.614 QSO
2008510 38.78596 0.165027 2673.0272322 19.47 0.63 0.05 -0.02 0.12 67 0.445 68 0.396 68 0.406 2.31 -26.08 QSO
2009001 37.570363 -0.128813 2077.7252691 18.42 0.49 0.04 -0.07 0.1 70 0.214 70 0.18 71 0.188 0.88 -24.901 QSO
2009663 36.871241 0.246716 3336.956121 19.8 0.38 0.19 -0.02 0.11 63 0.509 70 0.45 69 0.448 2.2 -25.976 QSO
2010027 39.634881 -0.994117 815.6960747 19.28 0.23 0.04 0.02 0.17 63 0.327 68 0.3 70 0.352 0.81 -23.917 QSO
2011475 38.225157 -0.981041 1522.3845836 19.85 0.17 0.34 0.09 -0.04 61 0.436 63 0.372 66 0.491 1.21 -24.462 QSO
2011765 39.673277 -0.417001 1239.6144802 19.46 0.62 0.03 0.08 0.28 133 0.319 138 0.261 133 0.279 2.37 -26.437 QSO
2011971 37.38008 -1.040013 3336.956118 19.93 0.24 0.09 0.24 -0.01 70 1.008 70 0.837 72 0.644 1.62 -25.51 QSO
2012381 35.304771 1.017475 3321.03383 18.18 0.34 0.22 0.09 0.45 63 0.798 63 0.646 64 0.652 0.36 -23.219 QSO
2012415 38.878708 0.213356 3174.3744354 19.46 0.36 0.13 0.25 0.0 71 0.429 72 0.448 71 0.443 0.59 -23.257 QSO
2012460 37.188886 -1.033022 0.9968073 19.66 0.4 0.19 0.4 0.12 67 0.364 69 0.204 69 0.201 1.53 -25.388 QSO
2013394 38.021227 1.111187 0.9974649 17.31 0.22 0.11 -0.04 -0.05 69 0.307 69 0.335 68 0.246 1.26 -26.995 QSO
2014051 37.770262 0.841285 1639.4915684 19.38 0.01 0.08 0.28 0.1 130 0.806 138 0.707 134 0.541 1.95 -26.37 QSO
2014175 38.835841 -0.377979 1515.1259231 19.89 0.34 -0.04 0.09 0.16 64 0.645 63 0.654 60 0.621 0.68 -22.916 QSO
2015410 37.45078 -0.892497 2923.5273497 20.14 0.43 -0.11 -0.01 0.19 65 0.565 67 0.611 67 0.59 2.31 -25.698 QSO
2015649 36.530393 -1.163184 1522.1403845 19.72 0.2 0.37 -0.06 -0.05 62 0.592 65 0.432 66 0.633 1.09 -24.105 QSO
2015961 39.862778 1.008134 1529.2201056 17.81 0.01 0.21 -0.05 -0.07 70 0.343 71 0.254 69 0.272 1.3 -26.589 QSO
2016615 37.947904 -0.398191 3321.03384 19.54 0.01 0.03 0.23 0.03 61 0.584 68 0.463 67 0.455 1.72 -25.681 QSO
2016670 36.107244 -0.682323 3239.2349789 19.91 0.98 0.29 0.1 0.07 68 0.625 67 0.515 66 0.469 2.88 -26.243 QSO
2017266 36.819689 -0.221418 3321.033968 19.95 0.24 0.04 0.06 0.13 60 0.811 61 0.692 59 0.55 1.99 -25.654 QSO
2017842 37.116195 -1.179422 2640.8221143 19.1 0.03 0.26 -0.01 -0.15 64 0.754 66 0.575 69 0.623 1.14 -25.158 QSO
2017843 37.708588 0.97867 1186.9397698 18.09 0.08 0.21 0.15 -0.05 67 0.498 71 0.375 69 0.361 1.45 -26.711 QSO
2020749 36.283059 -0.592484 3336.95612 18.32 0.63 0.36 0.14 0.25 66 0.948 71 0.863 70 0.767 0.68 -23.912 QSO
2020866 39.237465 0.446134 2619.7797267 19.45 0.68 0.24 0.12 0.14 71 0.222 71 0.236 71 0.278 2.66 -26.717 QSO
2021664 35.114749 1.23383 2685.8419218 18.14 0.09 0.45 0.03 -0.01 63 0.71 68 0.468 69 0.534 1.33 -26.081 QSO
2022001 37.604288 -0.82891 2979.9004482 19.55 0.58 -0.01 0.09 0.17 67 0.946 70 0.896 70 0.775 0.65 -23.327 QSO
2022121 38.183825 -0.785631 1454.7890412 19.98 0.16 0.07 0.28 -0.02 63 0.502 67 0.466 68 0.373 1.9 -25.542 QSO
2022136 38.194623 1.114409 1205.6830725 20.23 0.16 -0.02 0.25 0.07 66 0.621 67 0.65 67 0.545 1.59 -24.752 QSO
2023122 37.372687 -0.821621 2897.7244563 19.15 0.21 0.15 0.21 -0.07 68 0.402 70 0.374 67 0.277 1.52 -25.889 QSO
2023580 39.582944 0.714834 2232.1479922 19.9 0.1 -0.09 0.22 0.25 62 0.314 68 0.334 70 0.309 2.17 -25.926 QSO
2024725 37.997997 0.328709 1672.6963609 19.38 0.09 0.14 0.14 -0.1 67 0.328 69 0.272 69 0.239 1.48 -25.347 QSO
2025162 37.140671 1.219053 1996.1193678 18.66 0.08 0.25 0.04 -0.04 57 0.382 69 0.257 68 0.245 1.33 -25.659 QSO
2025258 38.110569 -0.195863 2906.3804889 18.42 0.07 0.04 0.21 -0.06 65 0.286 70 0.217 69 0.168 1.73 -26.841 QSO
2025672 35.12994 -1.082843 794.1601781 19.18 0.2 0.09 0.21 0.04 64 0.462 68 0.426 67 0.396 1.64 -25.718 QSO
