#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
2025858 37.342898 -0.059529 2923.5273565 19.92 0.33 -0.04 0.21 0.08 65 0.686 65 0.635 65 0.458 0.56 -22.71 QSO
2026052 37.163873 0.773053 2628.847201 18.65 0.36 0.26 0.08 0.03 68 0.302 70 0.201 70 0.224 1.29 -25.809 QSO
2026133 36.732353 -0.894249 831.0867182 19.61 0.11 0.26 -0.12 0.01 57 0.491 68 0.257 66 0.367 1.02 -24.004 QSO
2026321 37.219016 -1.145009 2909.5784013 20.0 0.16 0.06 0.16 -0.12 54 0.646 59 0.483 59 0.451 1.51 -24.862 QSO
2026377 38.912187 -0.322891 1573.1211528 19.93 0.08 0.01 0.22 0.02 61 0.784 65 0.717 63 0.611 1.88 -25.207 QSO
2026562 37.962545 -0.55657 2247.3365751 19.68 0.1 0.23 -0.11 -0.14 67 0.461 67 0.338 67 0.338 1.06 -23.877 QSO
2026774 35.214358 -0.13752 0.999691 19.86 0.24 0.14 0.09 0.14 64 0.377 68 0.433 68 0.381 2.11 -25.471 QSO
2026864 35.374586 0.530501 2114.355824 19.99 0.37 0.14 -0.1 0.13 38 0.72 40 0.792 39 0.692 0.86 -23.42 QSO
2026951 36.133448 0.280308 3207.3655824 19.88 0.51 0.02 0.26 0.08 64 0.83 66 0.713 66 0.596 0.57 -22.89 QSO
2027367 37.07055 -0.910828 908.8226071 20.38 0.63 -0.05 0.07 0.23 65 0.405 66 0.387 64 0.438 2.32 -25.286 QSO
2027478 37.154435 -0.16811 3320.1875918 20.13 0.45 0.04 0.01 0.3 63 0.447 66 0.432 66 0.429 0.75 -23.126 QSO
2027496 37.385412 -1.06627 1013.1966523 19.44 0.11 0.24 -0.14 -0.13 63 0.554 69 0.44 68 0.465 1.14 -24.443 QSO
2027931 37.905925 0.61835 2323.5503211 20.11 0.29 -0.05 0.28 0.11 62 0.766 63 0.719 64 0.478 0.56 -22.347 QSO
2028220 35.766956 0.788833 2008.2537984 19.9 0.52 0.44 0.19 0.32 65 0.691 70 0.503 67 0.396 2.17 -25.79 QSO
2029781 39.554539 0.142449 3271.4661333 18.91 0.06 0.21 0.01 -0.08 67 0.376 67 0.227 69 0.226 1.28 -25.466 QSO
2029966 37.066582 -1.11016 0.9997871 18.97 0.13 0.34 0.17 0.33 25 0.677 26 0.443 27 0.413 0.32 -22.161 QSO
2030168 35.725265 -0.714292 2588.8374371 19.87 0.11 0.22 0.0 0.2 60 0.501 61 0.455 61 0.428 1.0 -23.795 QSO
2030736 38.925957 -0.091297 3336.956121 20.02 0.32 0.23 0.0 0.23 67 0.494 69 0.471 68 0.435 0.85 -23.599 QSO
2030816 38.759235 0.768326 1588.2567484 20.07 0.51 -0.03 -0.02 0.27 67 0.573 68 0.58 67 0.526 2.49 -25.847 QSO
2031272 35.933982 -0.551258 0.997608 19.57 0.63 0.31 0.27 0.35 68 0.32 71 0.215 70 0.247 2.26 -26.345 QSO
2031576 37.991191 0.453434 2842.4986072 18.49 -0.08 0.35 0.09 0.01 67 0.987 68 0.708 69 0.749 1.38 -25.737 QSO
2032040 37.444476 1.06412 1.9938162 20.17 0.12 0.1 0.12 0.11 67 0.24 67 0.232 69 0.23 1.47 -24.688 QSO
2032495 36.758202 -0.439377 2528.2533779 19.72 0.55 0.0 0.01 0.23 65 0.288 70 0.254 71 0.23 2.3 -26.061 QSO
2033110 39.356714 0.510129 0.9975585 19.08 0.27 0.37 0.15 0.04 67 0.63 69 0.495 71 0.456 1.29 -25.328 QSO
2033347 37.852973 0.10309 0.9974904 18.44 0.34 0.06 0.11 -0.04 61 0.303 66 0.285 69 0.236 1.51 -26.319 QSO
2033655 39.746621 -0.032811 2807.5798772 18.18 0.75 0.2 0.03 0.33 66 0.467 69 0.523 70 0.513 0.81 -25.213 QSO
2033841 35.490866 0.011817 2932.1189382 18.38 0.1 0.18 -0.13 -0.08 65 0.521 68 0.362 69 0.409 1.04 -25.369 QSO
2034254 35.286932 0.783054 1904.0795238 19.37 -0.18 0.26 -0.08 -0.13 65 0.582 69 0.423 69 0.45 1.26 -24.955 QSO
2035197 36.69761 0.215112 3330.972458 19.25 0.75 0.28 0.29 0.3 77 0.341 80 0.335 79 0.283 2.15 -26.523 QSO
2035406 36.476967 0.344679 3320.1875152 19.88 -0.19 0.27 -0.03 -0.01 68 0.827 71 0.628 70 0.668 1.29 -24.764 QSO
2035670 35.233434 -0.860289 1205.683072 19.4 0.03 0.22 0.03 -0.1 63 0.461 70 0.362 69 0.399 1.17 -24.634 QSO
2036253 38.927618 1.034544 3321.033888 20.12 0.24 0.01 0.0 0.13 67 0.369 66 0.355 65 0.412 2.17 -25.115 QSO
2036329 38.12889 0.241342 1212.3203322 20.44 0.03 -0.08 0.3 -0.03 68 0.47 68 0.386 70 0.325 1.79 -24.926 QSO
2036585 35.201387 -0.399094 2909.5783173 19.77 -0.18 0.3 -0.02 0.02 66 0.642 69 0.476 65 0.548 1.34 -24.816 QSO
2036768 39.647323 -0.031827 2906.3805134 18.94 0.17 0.13 0.16 0.18 67 0.584 70 0.519 71 0.442 2.08 -26.46 QSO
2037950 38.491527 -0.264992 3016.3518178 19.09 0.02 0.18 -0.05 -0.13 67 0.63 68 0.474 65 0.458 1.35 -25.45 QSO
2038260 37.002667 0.453246 3239.2350696 19.63 0.65 -0.08 0.02 0.27 64 0.43 66 0.438 64 0.472 2.39 -26.219 QSO
2038497 38.685046 0.024672 2630.2588401 18.75 0.17 0.07 -0.02 0.12 68 0.275 68 0.244 68 0.259 0.89 -24.697 QSO
2038527 35.626183 0.312397 2906.3804982 19.25 0.37 0.13 0.13 0.26 67 0.342 68 0.293 68 0.268 2.19 -26.366 QSO
2038706 36.293087 0.442022 2251.9337721 19.14 0.07 0.13 -0.03 -0.09 63 0.328 66 0.238 67 0.191 1.28 -25.201 QSO
2039030 35.767633 0.178009 2728.4842296 19.29 0.17 0.07 0.22 -0.08 63 0.7 67 0.562 66 0.445 1.55 -25.589 QSO
2039630 36.730185 0.369774 941.1882226 19.88 0.07 0.17 -0.04 0.12 66 0.394 66 0.346 68 0.408 1.01 -23.836 QSO
2040194 36.043268 -1.195882 1299.5348663 19.88 0.09 0.06 0.18 0.15 65 0.387 66 0.366 64 0.24 1.94 -25.55 QSO
2040195 38.565243 1.109604 1230.38089 19.19 2.27 0.11 -0.02 0.06 65 0.172 67 0.221 65 0.208 3.11 -27.23 QSO
2041995 38.378982 0.201922 2061.3312279 19.49 0.35 0.06 0.25 -0.01 63 0.2 66 0.22 62 0.233 0.61 -23.137 QSO
2042084 36.735479 0.396577 3336.956156 19.72 0.05 0.13 -0.12 0.09 65 0.69 65 0.613 67 0.548 0.99 -23.473 QSO
2042311 35.242106 -0.496339 2512.2314353 19.77 0.04 -0.05 0.19 -0.02 69 0.324 68 0.302 68 0.246 1.71 -25.354 QSO
2042554 38.265672 -1.081109 1550.8600059 19.91 0.21 0.23 0.02 0.03 63 0.677 67 0.833 65 0.589 1.32 -24.772 QSO
2043062 39.764296 -0.647443 1529.2200791 18.54 2.6 0.23 0.05 0.03 70 0.328 72 0.316 71 0.29 3.08 -27.799 QSO
2043063 39.621356 1.082379 1536.5462521 19.53 0.27 -0.0 0.2 -0.08 67 0.663 68 0.565 69 0.342 1.71 -25.717 QSO
2043187 39.427859 -0.129983 2760.6564815 20.03 0.15 0.02 0.24 -0.06 67 0.889 67 0.737 67 0.581 1.67 -25.256 QSO
2043657 38.049269 0.134001 0.8853967 18.95 0.3 0.06 0.18 0.21 25 0.348 25 0.32 25 0.306 0.43 -22.651 QSO
2045004 38.153702 -0.889888 2594.4381218 19.4 0.36 0.15 -0.05 0.16 62 0.389 69 0.341 68 0.341 0.77 -23.558 QSO
2045364 35.943453 -0.652298 841.9521429 18.83 0.23 0.02 0.16 -0.06 60 0.417 66 0.373 67 0.292 1.68 -26.461 QSO
2045390 35.299558 1.096919 3336.956106 17.73 0.07 0.08 0.1 -0.08 68 0.396 69 0.342 70 0.305 1.49 -26.882 QSO
2045532 35.618591 -0.17504 0.9982803 19.95 0.34 0.17 0.25 -0.01 66 0.368 69 0.313 69 0.347 1.54 -25.057 QSO
2046414 36.11785 -1.115382 2148.9041363 18.97 -0.04 0.25 -0.0 -0.15 64 0.458 69 0.294 65 0.317 1.2 -25.371 QSO
2046962 38.089684 1.112862 0.9978822 20.03 0.22 0.12 0.3 0.03 68 0.359 68 0.32 69 0.295 1.75 -25.248 QSO
2049311 39.943505 -1.112262 2.9934746 19.99 2.31 0.25 0.05 -0.03 63 0.265 66 0.321 65 0.313 3.14 -26.438 QSO
2049388 36.115973 -0.435815 3336.956125 19.98 0.09 0.31 0.14 -0.05 66 0.516 71 0.401 72 0.441 1.25 -24.264 QSO
2049473 38.461806 -1.088359 2922.509781 19.71 0.2 0.19 0.03 -0.1 62 0.976 65 0.638 63 0.643 1.41 -24.567 QSO
2049717 36.494604 -0.936779 2976.2035742 19.11 0.22 0.25 -0.04 0.06 67 0.878 68 0.779 67 0.797 0.97 -24.463 QSO
2049769 38.252133 -0.617573 3254.7651479 19.75 -0.03 0.26 -0.0 -0.11 71 0.705 71 0.544 72 0.534 1.28 -24.579 QSO
2050256 39.827922 -1.255861 2104.6344682 18.33 0.11 0.13 0.03 0.39 61 0.306 64 0.254 65 0.232 0.38 -23.052 QSO
2050492 35.624981 0.810428 2839.758489 19.65 0.31 0.01 0.18 -0.06 63 0.535 69 0.528 69 0.481 0.62 -23.002 QSO
2051430 35.551799 -1.051274 3330.972436 19.12 0.28 0.32 -0.01 0.13 121 0.437 128 0.333 126 0.342 1.03 -24.728 QSO
2051457 39.85434 -0.434335 1664.2696969 19.15 0.32 -0.08 0.19 -0.01 68 0.572 70 0.51 69 0.461 0.63 -23.72 QSO
2051652 39.941397 -0.205548 2539.9195099 19.34 0.17 0.02 0.16 -0.05 105 0.549 112 0.419 111 0.423 1.57 -25.744 QSO
2052028 37.717358 0.344467 1631.3953239 20.19 0.16 -0.01 0.11 -0.03 66 0.447 67 0.405 68 0.284 1.55 -24.727 QSO
2052324 36.150003 0.771544 2611.5293957 20.19 0.52 0.02 -0.01 0.18 67 0.669 71 0.663 71 0.609 2.59 -26.079 QSO
2052338 39.9427 1.154097 2940.877642 19.27 0.31 0.04 0.0 0.23 68 0.775 66 0.751 68 0.602 0.77 -23.514 QSO
2052894 36.240955 -0.891486 3336.956154 19.19 0.06 0.22 -0.0 -0.08 64 0.441 70 0.348 70 0.352 1.13 -24.852 QSO
2052896 38.946837 -1.159265 1659.2086096 19.17 0.37 0.02 -0.01 0.1 61 0.544 63 0.619 66 0.587 0.69 -23.825 QSO
2053146 35.209391 -0.426275 0.9980043 20.19 0.09 0.03 0.24 -0.01 82 0.443 84 0.297 80 0.319 1.7 -24.956 QSO
2053687 37.886253 -0.430712 1263.3163838 20.05 0.1 0.2 -0.12 0.05 65 0.587 66 0.474 66 0.487 1.07 -23.728 QSO
2055090 37.476764 -0.939593 3336.956167 18.68 0.8 0.22 0.05 0.2 68 0.346 69 0.301 70 0.282 2.31 -27.119 QSO
2057228 38.239382 -0.554848 3073.1038364 19.62 0.03 0.16 -0.06 -0.11 68 0.852 68 0.748 68 0.783 1.17 -24.045 QSO
2058046 36.148312 -0.231658 939.3780432 19.05 0.24 -0.05 -0.04 0.16 63 0.428 67 0.372 65 0.347 0.75 -24.046 QSO
2058048 35.766884 -0.256754 2651.4705243 19.48 0.33 0.17 0.05 0.19 60 0.323 67 0.264 62 0.24 2.15 -25.94 QSO
2058553 36.993831 -0.762783 2023.275868 19.69 0.14 0.28 -0.09 -0.12 63 0.622 65 0.439 65 0.566 1.08 -24.186 QSO
2058979 36.529845 -0.284458 1304.6918166 18.71 0.12 0.19 -0.08 0.04 60 0.24 64 0.226 63 0.231 0.94 -24.759 QSO
2059243 39.991572 0.227989 2278.3302436 20.01 0.18 0.02 0.28 -0.04 62 0.579 65 0.47 63 0.413 1.68 -25.0 QSO
2059572 39.587083 0.238818 2889.4336422 18.84 1.34 -0.08 0.03 0.18 64 0.21 68 0.29 69 0.291 2.8 -27.401 QSO
2059939 38.330513 1.13379 3336.95611 19.86 0.32 0.1 0.18 -0.15 54 0.694 53 0.689 52 0.621 1.51 -24.876 QSO
2060387 36.36255 -1.00425 3270.8777986 20.29 -0.06 -0.11 0.21 0.02 62 0.734 68 0.705 67 0.592 1.92 -24.981 QSO
2060780 38.00453 0.412381 1672.6963332 19.91 0.25 -0.12 0.14 0.01 68 0.373 69 0.403 70 0.34 0.63 -22.758 QSO
2060793 35.593508 -0.221798 3053.7060482 19.3 0.05 0.23 0.06 -0.05 62 0.937 67 0.705 66 0.664 1.43 -25.098 QSO
2060885 36.928458 0.66751 2182.4751875 19.78 -0.17 -0.04 0.32 0.04 65 0.287 69 0.279 68 0.231 1.89 -25.807 QSO
2061035 36.666222 -1.241995 402.6727558 19.53 0.31 0.47 0.1 -0.0 65 0.393 66 0.244 64 0.253 1.36 -25.042 QSO
2061101 36.271099 0.292586 0.3327019 19.7 1.51 0.61 0.44 0.51 66 0.277 68 0.257 68 0.199 2.42 -26.517 QSO
2062052 39.447391 -0.403125 3003.4168233 18.33 0.03 0.24 0.04 -0.02 70 0.373 71 0.288 72 0.271 1.28 -26.003 QSO
2062268 35.188722 1.214688 0.2117959 19.75 0.25 0.2 0.15 -0.07 47 0.307 51 0.429 51 0.408 1.66 -25.222 QSO
2063102 39.42122 0.726959 2632.339893 19.58 1.58 0.27 -0.02 -0.04 67 0.335 67 0.332 67 0.343 3.36 -26.833 QSO
2063602 37.055307 -0.731306 3.9831639 19.92 0.45 0.32 0.31 0.09 64 0.29 63 0.194 64 0.194 1.67 -25.372 QSO
2063744 36.443267 1.131599 2715.2757981 19.69 0.03 0.01 0.23 0.06 65 0.484 69 0.421 69 0.366 1.82 -25.463 QSO
2063761 38.826445 -0.335552 2481.3762575 19.9 0.84 -0.12 0.05 0.35 66 0.342 65 0.402 62 0.435 2.39 -25.744 QSO
2063870 38.669422 0.485357 2909.5784642 19.79 0.02 0.07 0.02 -0.03 66 0.372 67 0.236 68 0.313 1.35 -24.843 QSO
2064849 39.284792 -0.294398 3321.033847 19.33 0.05 0.06 0.05 0.18 67 0.461 69 0.56 67 0.534 2.12 -25.961 QSO
2064931 36.668898 -0.016279 2906.3804982 18.9 -0.08 0.02 0.24 0.09 69 0.359 72 0.317 72 0.237 1.89 -26.421 QSO
2064950 36.061019 1.228329 807.7186484 20.27 0.09 -0.02 0.29 -0.02 68 0.554 70 0.55 68 0.457 1.79 -25.141 QSO
2065114 35.70527 -0.893244 1984.1307208 18.95 0.25 0.08 0.21 -0.09 64 0.56 70 0.394 69 0.331 1.57 -26.267 QSO
2067058 37.943679 0.461343 1294.4186348 19.45 0.15 0.17 0.2 -0.04 67 0.361 68 0.256 69 0.262 1.5 -25.473 QSO
2067409 39.814436 0.084071 671.6696855 18.64 0.05 0.03 0.27 0.03 69 0.254 70 0.251 70 0.179 1.75 -26.615 QSO
2069098 37.171172 0.513765 3321.033842 18.26 0.23 -0.1 -0.06 0.13 66 0.35 66 0.338 70 0.364 0.72 -24.754 QSO
2069265 39.882798 0.481676 2619.7796581 18.74 0.06 0.15 -0.09 0.04 72 0.404 73 0.334 71 0.359 1.03 -25.095 QSO
2069362 36.683483 0.551616 2134.9502946 19.72 0.49 0.13 -0.01 0.18 59 0.346 63 0.214 66 0.186 2.37 -25.922 QSO
2069433 35.219499 -0.463242 835.2894109 20.2 0.06 -0.07 0.09 0.24 70 0.41 69 0.457 69 0.354 2.14 -25.35 QSO
2069441 39.232135 0.613934 2236.6145366 19.22 0.13 0.03 -0.11 0.13 69 0.618 69 0.544 69 0.585 0.87 -24.08 QSO
2069489 37.849147 0.740533 3336.95619 19.36 0.14 0.38 0.14 -0.01 66 0.554 68 0.374 67 0.341 1.26 -24.906 QSO
2069653 36.268279 -0.400903 1951.2304467 19.51 0.04 0.14 0.03 -0.11 61 0.471 64 0.367 64 0.294 1.43 -25.199 QSO
2070551 36.000999 -0.211475 3330.972424 20.11 0.25 -0.03 0.11 -0.02 126 0.488 131 0.401 129 0.376 1.57 -24.838 QSO
2070799 37.207115 -0.764008 0.9963281 20.3 1.01 -0.03 -0.07 0.29 66 0.299 66 0.268 64 0.309 2.54 -25.599 QSO
2071527 36.358969 1.023371 2476.2772312 20.12 0.05 0.0 0.28 0.01 63 0.424 67 0.499 66 0.343 1.87 -25.369 QSO
2071832 39.079109 -0.091427 1785.7170272 19.97 0.31 0.25 0.07 0.23 68 0.344 68 0.248 68 0.274 0.98 -23.613 QSO
2073759 39.658132 -1.053924 2926.8457159 19.68 0.17 0.1 0.19 0.06 120 0.278 127 0.223 126 0.237 1.76 -25.583 QSO
2074048 38.224252 -0.782387 3321.033832 20.2 0.07 -0.03 0.19 -0.08 62 0.721 66 0.659 64 0.58 1.8 -25.386 QSO
2074088 37.878176 -0.650031 1375.6582516 20.16 0.09 0.0 0.09 0.19 63 0.639 67 0.563 67 0.48 2.1 -25.457 QSO
2074311 38.081336 0.351915 3320.1875122 18.82 0.13 0.03 0.08 0.11 68 0.389 69 0.311 69 0.27 2.04 -26.484 QSO
2074790 37.347648 -0.013294 1949.0134558 18.64 0.26 -0.01 0.21 0.02 69 0.432 69 0.373 69 0.35 0.56 -23.825 QSO
2076425 36.884147 1.036369 3176.641116 19.5 0.24 -0.07 -0.02 0.06 65 0.498 64 0.471 61 0.426 0.68 -23.192 QSO
2078377 38.487131 -0.154649 1163.2296262 19.54 -0.14 0.04 0.33 0.06 69 0.457 69 0.418 70 0.388 1.85 -26.036 QSO
2078688 35.172401 1.197924 2534.7200945 19.75 0.37 0.04 0.17 -0.07 63 0.678 69 0.587 69 0.532 1.55 -25.317 QSO
2078767 36.478636 0.921279 2571.9704 19.78 0.1 -0.03 0.28 -0.02 64 0.255 63 0.409 65 0.343 1.77 -25.683 QSO
2078939 38.388489 1.059178 3249.4292469 18.33 0.33 0.22 0.02 0.18 71 0.366 70 0.251 69 0.207 2.06 -27.128 QSO
2079712 39.659888 -0.916142 3336.956111 19.87 0.23 0.32 0.14 0.11 63 0.523 67 0.365 69 0.408 1.21 -24.452 QSO
2079904 35.437799 -0.632028 2460.9418596 20.42 0.11 -0.05 0.28 -0.05 118 0.386 123 0.488 121 0.53 1.77 -24.792 QSO
2080128 39.862475 0.518658 1243.0333374 19.69 -0.04 0.11 -0.02 -0.02 72 0.612 72 0.482 70 0.474 1.14 -24.35 QSO
2080357 39.196329 -0.523393 3336.956134 19.18 0.75 0.48 0.12 0.29 65 0.35 70 0.29 69 0.313 2.39 -26.651 QSO
2080707 39.998079 1.240331 0.997721 19.82 0.51 -0.04 0.05 0.23 66 0.466 67 0.452 70 0.384 2.27 -25.783 QSO
2081482 39.527323 1.184371 3336.956124 19.26 0.08 0.16 -0.07 -0.1 68 0.369 67 0.307 67 0.298 1.31 -25.116 QSO
2081834 38.256223 -0.806231 2578.6851125 20.03 0.18 -0.03 0.08 0.14 61 0.389 65 0.417 63 0.444 2.13 -25.577 QSO
2082062 36.489871 0.148991 3321.034102 19.7 0.75 0.29 0.06 0.25 63 0.475 66 0.477 64 0.37 2.49 -26.382 QSO
2082515 38.686071 -1.250421 2447.0174084 19.85 0.09 -0.01 0.28 -0.03 67 0.417 65 0.342 66 0.294 1.79 -25.573 QSO
2082819 36.365704 -1.091825 1894.9989977 19.62 0.26 0.37 0.06 0.03 59 0.364 63 0.293 63 0.312 1.08 -24.421 QSO
2084061 35.588866 -0.595035 3146.2729028 19.2 0.15 0.03 -0.08 0.1 62 0.478 65 0.448 64 0.493 0.9 -24.302 QSO
2084134 35.413264 -0.363256 2920.5328236 19.4 0.0 0.2 -0.2 -0.14 41 0.637 43 0.537 42 0.645 1.05 -24.399 QSO
2084967 36.021235 -0.986515 2940.8772955 19.45 0.05 0.17 -0.07 -0.09 65 0.758 70 0.623 70 0.572 1.25 -24.928 QSO
2085271 39.557517 -0.394149 2582.0602938 19.69 0.11 0.03 0.22 0.0 69 0.322 69 0.288 69 0.178 1.62 -25.425 QSO
2085472 35.888553 1.144861 1795.4197802 20.04 0.67 0.08 0.02 0.16 69 0.459 71 0.393 71 0.35 2.59 -25.939 QSO
2087006 35.839098 -0.126043 0.9975433 19.11 0.12 0.11 0.2 -0.08 70 0.407 70 0.354 70 0.343 1.53 -26.054 QSO
2087360 39.086629 -0.56174 831.0867185 18.62 0.14 -0.06 0.14 -0.05 65 0.259 68 0.235 66 0.201 1.67 -26.325 QSO
2088044 38.842157 0.092812 939.3780409 19.42 0.05 0.18 0.03 -0.11 64 0.317 67 0.235 65 0.224 1.38 -25.07 QSO
2088951 39.244772 -0.205064 1232.7697842 19.84 0.12 0.04 0.26 -0.06 95 0.659 96 0.555 97 0.478 1.69 -25.218 QSO
2089238 36.733577 0.380031 0.9976065 20.42 -0.04 -0.07 0.21 0.04 65 0.617 65 0.611 66 0.53 1.87 -25.19 QSO
2089718 38.002812 -1.149961 3304.3451999 20.02 1.16 0.23 0.08 0.02 63 0.34 68 0.443 69 0.444 2.77 -26.25 QSO
2091365 39.990051 -1.138151 2651.4705581 18.96 0.05 0.3 0.13 -0.06 67 0.463 69 0.364 67 0.374 1.22 -25.309 QSO
2093505 35.80231 0.104256 3321.033836 19.69 -0.16 0.25 0.03 -0.2 61 0.448 66 0.377 65 0.38 1.23 -24.372 QSO
2094170 39.034086 0.934491 1170.0438349 19.45 0.16 0.22 0.04 0.12 65 0.429 68 0.382 67 0.402 0.97 -24.371 QSO
2094277 35.256828 0.605205 3321.033801 19.27 0.69 -0.03 0.01 0.22 67 0.393 69 0.394 69 0.39 2.46 -26.415 QSO
2094501 35.579545 -0.188493 2614.9752139 20.03 1.92 0.17 -0.04 -0.0 65 0.501 70 0.502 69 0.531 3.16 -26.489 QSO
2094790 37.295114 -1.162589 3321.033952 19.43 0.1 0.07 0.3 0.06 63 0.374 68 0.35 68 0.291 1.81 -26.174 QSO
2094881 38.86233 -0.525951 2560.9181994 19.93 0.06 0.08 0.03 -0.03 68 0.348 68 0.243 67 0.294 1.4 -24.663 QSO
2095845 39.886265 0.520482 2944.3195151 20.29 0.58 -0.01 -0.04 0.12 69 0.672 70 0.689 68 0.662 2.64 -25.058 QSO
2096787 39.185079 -1.248005 0.9997843 20.07 -0.1 0.24 0.03 -0.0 55 0.906 61 0.782 59 0.77 1.41 -24.824 QSO
2097111 37.115184 -1.014002 3303.5865855 19.5 2.1 0.17 0.01 0.05 66 0.338 67 0.341 69 0.376 3.16 -27.072 QSO
2097285 35.955203 0.791081 2807.5798885 19.02 0.55 0.21 -0.02 0.15 65 0.365 70 0.225 70 0.231 2.34 -26.63 QSO
2097355 35.751736 0.880585 2702.3206422 18.39 0.06 0.18 0.04 -0.02 66 0.383 69 0.302 67 0.27 1.25 -25.876 QSO
2097681 39.276041 -0.447658 2480.7891918 20.21 0.07 0.05 0.31 -0.04 65 0.802 66 0.598 66 0.464 1.69 -25.286 QSO
2097903 35.666484 -0.610149 0.9976788 19.49 0.95 0.15 0.13 -0.03 66 0.39 71 0.386 69 0.309 2.88 -26.623 QSO
2098416 37.736453 0.825985 896.4912934 19.27 0.04 0.3 0.02 -0.12 69 0.451 72 0.378 70 0.369 1.28 -25.01 QSO
2098468 38.847211 0.155973 0.9989284 20.25 0.12 -0.03 0.09 0.19 63 0.376 66 0.4 65 0.419 2.07 -25.166 QSO
2099497 38.464412 0.08495 1615.6379814 19.02 0.35 0.14 -0.12 0.01 67 0.599 68 0.629 66 0.604 0.92 -24.235 QSO
2099508 37.812233 -1.167231 3271.4662761 19.52 0.25 0.55 0.2 0.08 65 0.481 67 0.352 68 0.359 1.27 -24.997 QSO
2099844 35.367754 0.348941 3336.956125 19.37 0.05 0.03 0.03 0.18 68 0.515 68 0.428 68 0.419 2.04 -26.381 QSO
2099936 36.728114 0.007397 3329.992027 20.08 0.03 0.19 -0.04 0.17 57 0.608 59 0.504 58 0.569 1.01 -23.441 QSO
2099988 36.380463 -0.732156 1664.7206472 19.85 0.46 -0.04 -0.0 0.21 61 0.41 66 0.395 66 0.377 2.56 -26.067 QSO
2100282 35.882931 -0.268191 1928.3421137 18.89 0.26 0.03 -0.12 0.1 65 0.38 69 0.367 67 0.367 0.77 -24.105 QSO
2100654 37.378798 -0.145932 3290.00658 19.19 0.5 0.03 0.42 -0.05 37 0.669 37 0.704 37 0.422 0.61 -23.494 QSO
2100899 36.418465 0.955827 2078.9688142 19.19 0.06 0.04 0.05 0.15 64 0.338 65 0.284 65 0.24 2.01 -26.276 QSO
2101000 37.547007 0.987119 3321.033988 18.93 0.69 0.57 0.27 0.27 66 0.314 70 0.223 69 0.224 2.51 -27.27 QSO
2101201 38.291077 0.84055 2776.1223501 19.82 0.74 0.1 0.09 0.38 126 0.481 132 0.5 130 0.433 2.58 -26.056 QSO
2101736 35.212458 0.624527 3321.033801 19.77 0.23 0.41 0.1 -0.02 117 0.447 120 0.428 123 0.461 1.4 -24.996 QSO
2101989 38.220009 -0.230863 1296.9716628 18.88 0.2 0.09 0.18 0.22 64 0.332 68 0.229 66 0.229 2.03 -26.749 QSO
2102168 39.266029 0.656452 796.0408475 20.15 0.23 0.21 0.07 0.2 66 0.531 66 0.386 67 0.388 1.15 -24.004 QSO
2102219 37.974093 -0.542253 3223.0113281 19.16 0.35 0.17 0.28 -0.02 68 0.447 69 0.39 69 0.34 1.72 -26.321 QSO
2103515 38.930666 -0.18096 2286.2119412 20.12 0.22 0.25 0.1 0.1 65 0.392 67 0.317 66 0.3 1.99 -25.323 QSO
2103773 38.307558 -0.204268 2004.6567866 19.25 0.42 0.03 -0.13 0.29 83 0.481 87 0.513 87 0.552 0.81 -23.679 QSO
2104791 35.665966 0.00628 1565.6749812 18.24 0.13 0.1 -0.13 -0.04 72 0.285 80 0.25 80 0.207 0.99 -25.278 QSO
2105662 37.157767 0.370947 3303.5865954 19.89 0.27 -0.09 0.13 -0.03 66 0.818 67 0.77 68 0.626 0.62 -22.706 QSO
2105705 38.715751 0.009397 2255.991328 18.91 0.43 0.11 0.0 0.18 67 0.405 68 0.359 68 0.357 2.25 -26.714 QSO
2106045 35.85343 -0.417951 2949.6308658 19.97 1.5 0.31 0.11 -0.01 124 0.319 133 0.458 130 0.352 2.95 -26.418 QSO
2106392 38.067832 0.369332 1550.9738651 18.92 0.47 0.12 0.26 0.05 66 0.38 68 0.324 68 0.315 1.75 -26.342 QSO
2109241 35.47063 -0.540589 3303.5865489 19.03 0.1 0.04 0.29 0.01 64 0.696 69 0.563 67 0.449 1.71 -25.977 QSO
2109295 36.757969 1.149995 3336.956113 20.03 0.22 0.07 0.1 0.22 63 0.474 68 0.476 68 0.392 2.09 -25.345 QSO
2110228 39.526034 -0.527806 1313.5474194 20.3 0.25 0.05 0.09 0.22 67 0.423 68 0.389 66 0.397 0.74 -22.831 QSO
2111102 37.505033 0.129135 3131.2605852 19.86 0.06 0.21 -0.01 -0.12 65 1.021 68 0.809 67 0.763 1.34 -24.523 QSO
2111406 36.32649 -0.225622 2962.0032135 19.31 4.75 0.93 0.01 0.04 63 0.474 67 0.365 66 0.423 3.63 -27.454 QSO
2111491 39.408995 0.190799 2177.3664568 19.79 0.02 0.29 -0.05 -0.11 67 0.5 69 0.336 69 0.366 1.35 -24.42 QSO
2111722 38.875485 0.225148 3336.956117 19.65 0.12 0.07 0.19 0.15 70 0.394 70 0.309 67 0.279 1.93 -25.916 QSO
2112247 38.139889 0.140865 3321.033796 19.95 1.15 0.41 0.25 0.21 62 0.279 63 0.257 64 0.258 2.66 -26.367 QSO
